sleep_hours,sleep_quality,study_hours,attendance_percent,assignment_deadlines_per_week,exercise_hours,junk_food_freq,caffeine_intake,screen_time_hours,social_media_hours,family_support,peer_pressure,financial_concerns,stress_score,stress_level
7.053126176123748,Poor,4.805968684905508,70.69756614992903,4,0.30297853091204696,Rare,7,7.920018736049736,0.0,3,5,4,63.9,Medium
5.061676098756502,Poor,2.1032132537303223,75.32309573427023,5,4.487367935872312,Rare,0,3.0746749291004223,4.910131077861289,5,1,5,29.7,Low
7.817675451960909,Good,4.883261509463254,97.4855387712971,6,1.2875663014197252,Sometimes,7,4.935215668143753,0.2541916438901226,2,4,5,53.4,Medium
6.425111133520621,Average,7.466309852632673,66.11786663454663,0,2.046938455419147,Often,3,8.989703694047453,1.1222875395216794,2,1,5,55.3,Medium
6.222706454682109,Average,2.531765836921557,72.68107044053853,2,2.125466903333941,Rare,6,2.6949494125542146,5.000306956589956,3,5,5,50.8,Medium
5.478605683394088,Average,4.510505652393458,89.52583584634921,5,3.658430680210714,Often,7,5.576835045389468,4.138622998563046,3,4,5,62.9,Medium
8.333812008011046,Good,4.2250305356832785,82.16457043453634,2,0.5713001530513864,Sometimes,7,6.728260957073699,3.174646235663992,1,4,4,54.3,Medium
6.268205776896797,Average,3.6045908587245092,72.08759181741948,3,3.7523912513392306,Sometimes,1,4.201912255715417,0.0,2,4,1,32.7,Low
5.857508266755339,Good,5.4958460090380115,89.64793236364824,5,0.08191892656746314,Sometimes,3,6.604925519645382,1.7886384105224353,5,1,2,42.7,Medium
5.971799674267656,Good,5.886610482512015,90.12295733169181,6,3.7485803866665854,Sometimes,0,6.039119235509959,2.5676863021447316,1,2,3,50.4,Medium
7.298463778330023,Average,5.865653809586874,83.31390668518081,1,0.0,Often,5,7.336357012315507,2.7129648719558936,2,4,4,57.9,Medium
7.048166096546117,Good,3.04638047276975,73.87603412416486,6,1.843166522197843,Rare,3,10.605488094896103,5.282837495877388,4,3,4,57.2,Medium
7.119098917393982,Poor,1.7080326113326345,75.41695380165642,4,4.43815583255434,Sometimes,8,12.0,6.988586725422229,2,1,5,58.2,Medium
7.1462315045118245,Average,5.524776873061457,82.84676065298399,0,3.0458841623684823,Sometimes,5,7.158322788528581,4.22970709135782,4,4,1,39.5,Medium
9.712471401305692,Poor,3.988161917034696,66.8807093878662,6,2.6318634329618735,Often,3,5.724014504901528,1.9312168589176655,2,2,3,32.8,Low
5.890377475423077,Average,8.67662475937357,93.27784881133113,2,0.42737728756374116,Sometimes,1,7.102297057323687,5.428826644893606,1,4,4,73.1,High
5.731635906392694,Poor,8.769019392029893,97.00209088675838,1,0.8977981337474639,Often,2,5.419394387773017,1.820860816684611,5,4,2,47.2,Medium
5.279340907628184,Poor,8.98137958879208,77.6404515015973,3,4.016593731546738,Sometimes,7,2.031543896942442,0.0,4,2,2,46.7,Medium
7.423969133863244,Poor,3.1197781979305734,83.56104492430806,4,2.7085092368854715,Sometimes,1,5.883523816979257,0.5009333605859925,2,1,4,28.4,Low
8.193458439081338,Average,6.138738173484187,91.85802042849326,3,3.335373870500846,Often,7,8.705292646378503,0.0,1,5,5,59.5,Medium
6.329078813517687,Average,6.7419050345029685,99.55560838567689,0,2.1106907187211115,Often,5,2.338132174318487,2.232340835789314,3,4,3,40.2,Medium
5.239765284556208,Average,6.5167084670888045,95.56981335490698,5,1.577402773979772,Sometimes,4,3.5385252915899525,2.6434325061353534,4,1,3,46.3,Medium
5.263278176463141,Average,4.2912041116122825,62.64462486641207,2,3.1499924457131474,Often,4,4.545120389106935,0.0,4,1,1,31.0,Low
7.475889181737052,Good,7.5583298059306525,76.84446311672481,0,2.3890295516839544,Rare,0,6.930859641862853,1.2917701272651603,4,3,2,33.2,Medium
7.614881256805163,Good,5.0009499727330455,85.00688251483218,3,1.7450599983679347,Often,2,11.94249816754198,0.14728646999650952,3,5,1,48.7,Medium
7.3147314024577925,Poor,5.256212249870879,75.05782703098069,4,0.0,Often,4,3.9767095993304777,2.7459940158743206,5,2,5,42.5,Medium
5.501735439066959,Average,1.924333096445713,97.82766745040365,0,3.430862445979364,Sometimes,4,6.228037910471465,1.2930287168248484,1,3,5,39.4,Medium
6.8482419846000795,Average,6.289529939145977,96.29375172802632,6,2.660039467459076,Rare,1,6.014446663140701,5.01987907643923,5,4,4,49.3,Medium
6.675028713711092,Good,4.479176572855178,71.8406985874127,4,1.0906069262782203,Rare,7,5.246885249602388,3.339369132570266,5,5,2,52.7,Medium
6.82803289509352,Average,5.92955772420105,78.37599980094276,6,3.7688791011920766,Rare,4,5.880743216457396,6.209574630847802,5,3,3,50.7,Medium
7.807143166922285,Good,5.470227399609237,72.50445863810363,4,2.365718748599937,Rare,3,4.838156890791694,2.0904699622934118,2,3,1,39.7,Medium
6.835393323162023,Poor,5.361873153327542,78.0487155589383,0,2.3950982586426153,Sometimes,6,12.0,7.288732572593802,5,1,5,54.6,Medium
7.518370344607842,Average,4.908572855066632,77.74567650666617,1,3.3258433643672527,Often,1,7.874188011059463,3.0050399011658078,5,3,1,25.9,Low
6.601368604233337,Good,6.573199469320908,89.54257914746859,6,3.0030599304579484,Sometimes,0,4.859639656878587,1.943070195928483,5,3,4,40.6,Medium
6.933679098034976,Average,4.602214926229868,71.11535336266165,3,2.4405117186962677,Sometimes,2,8.958954817110108,7.8174716993299205,2,5,3,64.8,Medium
7.446932338757811,Good,2.0896051610940334,53.83250395044236,0,1.7171224196825046,Often,0,6.641730144785521,0.0,4,3,3,22.4,Low
4.3142662702165,Poor,6.137911212747868,63.954569177651805,0,4.975496231351794,Often,3,6.144868563690758,1.894642760494344,5,4,1,43.9,Medium
6.020493175464048,Poor,3.381988950176723,69.7169838729327,3,0.8992987687039786,Sometimes,1,5.544961207347431,0.0,1,3,2,44.1,Medium
5.794441018560807,Poor,2.3514763146357205,73.44308411002929,4,3.11895775849112,Sometimes,5,5.374915827749795,0.0,2,3,5,47.6,Medium
5.541683227634987,Poor,2.9555133317148035,81.87174400615213,1,1.8742112504415096,Sometimes,0,2.9500732968566186,0.0,4,1,5,21.2,Low
6.087286623159974,Poor,5.566664758713841,69.2020609447114,1,2.6820704411947567,Sometimes,1,1.8158451346588,4.23351429414793,5,3,3,31.8,Low
8.742411966851595,Average,4.806962393810299,67.88899409740068,4,3.8501349775554097,Rare,2,6.926849514739789,0.34189520844860466,4,2,3,26.0,Low
5.201253326460135,Average,0.7346339406543052,70.7055258234789,3,1.5326323595468123,Sometimes,5,5.519794339763724,2.490448751600625,3,2,5,45.5,Medium
7.952417531887221,Average,4.23268811389466,68.84345998840219,0,2.902754513200496,Sometimes,3,8.193579374276169,4.783832280287847,5,5,4,40.6,Medium
3.9756953425762926,Average,7.338462449949529,74.45506255704355,0,2.398335920764659,Sometimes,6,3.775244467782183,3.926690329252902,2,4,3,68.0,High
5.997672455021338,Poor,4.097408658133243,74.02712604104934,1,1.038047758582524,Often,7,3.255141136335945,3.827839823352617,4,1,5,42.4,Medium
6.744129597657508,Average,4.669046893144815,86.8905681697381,3,3.887148498078812,Often,3,7.940447573404853,5.4276427174032005,5,3,5,44.9,Medium
7.3793334970389175,Poor,7.085982874654306,70.10470614930378,2,3.066781693510836,Sometimes,0,5.261653893772925,6.2188598928693715,2,3,2,46.3,Medium
7.566839869689282,Good,6.590978516409072,76.42403371670228,0,1.3481751027324973,Rare,8,8.139334513380302,0.4965295732461019,1,4,1,55.2,Medium
7.690020852799888,Poor,7.043502175303422,74.5497732008323,6,3.6553906658571194,Rare,3,6.083653450852629,3.9664054684189174,1,2,4,57.2,Medium
5.9769123916273434,Average,0.0,88.08884976037568,4,0.7528705248904508,Sometimes,4,10.69380722967453,2.4555668562264925,4,4,1,43.3,Medium
5.80647231100315,Good,8.467046076884222,78.45720723982296,4,1.9565986056723013,Often,8,7.889353093732177,2.7066495960731736,2,4,5,83.7,High
7.786963821885731,Average,6.272800870855858,90.50696723399194,1,1.3561642481658267,Sometimes,5,7.024369391434689,0.0,4,4,4,41.8,Medium
6.213043512677578,Average,9.922952828048299,68.47629823995192,4,3.1269679835299864,Rare,5,7.999815884851754,1.9361033281998274,3,3,1,66.3,High
4.586470514993117,Average,3.4353479384514323,79.5063339156518,6,1.2804749667003008,Rare,3,5.317755160344278,2.1545097794366357,5,1,3,44.5,Medium
4.800069178994779,Poor,1.4730987887021794,74.24108982970067,4,3.137724675441566,Rare,7,1.8927141125061713,5.860507820190017,4,4,4,49.6,Medium
5.120821570997583,Average,5.014436913450353,67.73953902114397,2,2.8916902138835523,Sometimes,1,6.902320213526496,0.6893930486829185,3,5,1,49.6,Medium
7.245741116080646,Good,4.449255340485678,79.32488959014943,2,1.4371262788802412,Sometimes,4,10.853973053654837,0.0,2,4,5,57.3,Medium
6.713638604105848,Good,6.307327967229643,97.32927758235223,6,4.744576387184454,Rare,3,0.2738941519057576,2.9877991357460196,2,3,1,34.1,Medium
7.535728031101653,Average,7.1498566891727116,71.47091197073867,0,0.882148025414802,Sometimes,0,7.172862396745782,0.48646881178253176,2,3,3,43.0,Medium
5.859121030495198,Average,4.8254117102410055,78.72545018162234,1,0.0,Often,2,2.162026065967525,2.7208470081821563,1,1,1,36.1,Medium
6.737809536615071,Good,4.5185839083745485,66.8776838040745,0,3.284148705003034,Sometimes,1,5.94173861416966,4.321511417690126,2,5,1,42.0,Medium
7.438385590951005,Average,6.045439639032255,65.4077222809599,4,0.0,Rare,0,6.198648513883345,2.800368827792349,5,2,4,42.7,Medium
6.035980190419642,Poor,4.487342668615004,72.12747670657099,3,4.237725239495958,Sometimes,6,7.867134263240993,2.1375100479018236,5,4,1,44.5,Medium
7.185162856336117,Poor,4.320035798206425,75.5001698837082,0,2.15263081478955,Often,6,6.525407364726753,2.686878195738524,2,3,5,47.9,Medium
5.507111088400023,Poor,7.074269877350572,75.9441695906885,6,0.0,Rare,7,9.433796637201292,4.694798458098578,2,4,1,86.0,High
5.955419230152392,Average,7.519555713807145,77.73974984920774,3,0.5773032462839427,Rare,0,8.9160009111226,0.690666226000686,4,1,4,51.1,Medium
5.927393159002507,Poor,7.167932487726187,63.5166735929663,1,0.0,Sometimes,4,5.508314714783976,4.456963827756972,1,4,2,69.0,High
4.706240531616441,Poor,4.663540574548949,73.74053788493028,6,2.574324429055314,Sometimes,5,8.735982204325298,0.9911180554521097,4,3,4,65.2,Medium
7.230458721178373,Poor,0.7204220244936339,85.01758473403675,4,0.009628743511612914,Often,4,5.218048035235681,4.204141002059839,3,3,4,38.9,Medium
5.795896489695914,Good,4.703587827214304,66.41754927105463,0,2.7531335460439226,Often,0,4.787856080081198,0.0,4,4,4,35.1,Medium
6.518741178091531,Poor,3.4840399746459028,76.4485430515493,5,1.5427637728196384,Rare,4,2.9890416389835814,4.085020730315608,1,4,3,53.8,Medium
7.221119988358863,Poor,4.740549961978824,82.92843759938067,0,1.2869537896818588,Often,1,9.27990982893035,2.7962571006400374,5,4,5,41.4,Medium
7.169796764044916,Average,3.6578182145647826,72.17733077976331,6,2.76401895029239,Sometimes,0,5.249936968300628,3.193108528592419,4,4,3,39.7,Medium
7.4980776634591795,Poor,4.958520289068796,83.41524396160848,2,2.935266994442138,Sometimes,6,0.0,4.9178869000084955,1,4,5,45.4,Medium
6.352271773235865,Good,2.9214487415368713,64.78873720614969,2,3.7187043080681828,Rare,0,7.355165074067406,1.3578114405721438,5,5,3,34.6,Medium
5.865052531933769,Good,2.4385651265632426,88.88449572932205,0,1.0493324956540722,Sometimes,2,4.9149579513830925,2.9498976260710665,1,5,4,46.6,Medium
6.380422683640401,Average,7.445382965141784,83.65800733093695,6,1.9552858060086045,Often,8,5.253465217235242,3.606601331422874,1,5,4,80.8,High
3.9689983490629555,Average,3.0606847732646933,80.55665403509467,3,1.047009301202884,Rare,8,5.414958732811175,2.401977426412451,4,3,2,55.7,Medium
4.329331291365369,Average,5.000663250512707,91.2481802630584,4,2.2444812133201917,Sometimes,0,5.15861885162602,4.433578745105215,5,3,5,50.8,Medium
4.515950581468396,Poor,6.909029693205671,76.70650940763385,5,0.8325654720948026,Often,3,12.0,3.6596422418487675,1,1,2,80.3,High
5.004129758597777,Poor,6.828608252459145,73.82143887538088,3,1.3638549042492234,Sometimes,3,10.156764299281804,1.840142778050482,4,4,5,72.7,High
7.099661340085155,Poor,6.589696409830703,93.72544284097246,2,1.3714992353434063,Rare,5,7.747930214837819,5.521463651457618,5,4,1,48.2,Medium
5.141781416959908,Poor,5.605733029003071,98.40765802234795,5,2.4400414160408164,Rare,6,6.603312150905813,4.1237922484728955,1,2,4,67.1,High
5.932756168940916,Average,6.448006617073699,73.06562293882237,3,2.0044324508518674,Sometimes,0,8.821903059921615,1.3148652669073253,1,1,5,57.8,Medium
8.448842446679098,Poor,7.746176265212309,78.86256762892185,1,2.7594524086530807,Often,3,6.609150005158411,1.294809084059026,2,5,2,45.6,Medium
5.965604043407861,Poor,5.850045187990747,90.45042543261454,5,1.8395051267811224,Rare,2,8.039665948770574,2.5609747317600076,2,1,2,51.1,Medium
7.606273352700629,Average,1.3255953063716328,79.21854998189228,5,1.130370999785799,Rare,8,7.395554746113094,3.8949564313989913,2,4,5,57.6,Medium
5.099573479985184,Average,3.9429335876998066,85.94588508737984,1,2.2869243458862094,Sometimes,2,6.320862396163594,0.0,4,5,4,44.4,Medium
6.191843663198555,Poor,6.3927401434441755,87.80403597488383,4,0.6242240849137435,Sometimes,0,8.35078107747591,1.3989813031121512,2,5,5,66.4,High
5.0749669176341285,Poor,3.7458081325811916,74.37695424443456,6,2.85373672366903,Rare,5,4.949563738094691,1.8450440408100104,3,2,5,55.6,Medium
5.991450386149157,Poor,8.240212278917287,84.19274663400259,5,1.5718022180527378,Sometimes,7,6.146133261207179,0.12469162052258076,2,4,5,74.9,High
7.7604622061860935,Poor,4.873640343667137,79.93807305490063,1,2.3067791145493026,Sometimes,7,3.5514066426427884,0.9564655309613852,2,5,5,46.4,Medium
3.909019365211477,Good,5.170497542718873,67.83131406606238,5,2.3300360074178927,Rare,1,3.8400694213047135,3.274602503274147,5,4,4,58.0,Medium
7.151635465318786,Good,7.249488397803471,70.10347353571599,0,4.402318226578309,Rare,6,0.0,2.022175505397414,2,2,5,36.4,Medium
6.856603403498417,Average,4.634300205381415,73.47583075603632,4,2.572375552344169,Often,1,7.141419301651482,2.1793473437639044,2,1,2,39.0,Medium
5.608775066454808,Average,5.352554071456372,89.28519850802604,3,2.109828429604658,Often,1,7.828799796743565,0.24272040964957675,2,3,3,49.6,Medium
4.330913218417319,Good,6.7982469679982245,89.61358162313327,0,0.9614437702093173,Sometimes,4,8.713549035899586,2.5729665874170036,5,4,3,60.3,Medium
6.608194261570804,Average,2.0554587683326275,87.49912918321618,5,3.2035777323957566,Often,7,3.2439335919102215,0.0,5,1,2,19.5,Low
5.705760936404296,Poor,4.429403675224901,84.40110703265618,2,1.5946917193812173,Sometimes,7,7.09977230702107,5.918059335681355,3,2,2,54.4,Medium
6.849014317032056,Poor,6.65830659075824,84.12826307156439,5,0.0,Often,5,5.998222814145315,6.486655514062106,3,3,5,69.3,High
6.532778218285165,Average,5.131200296685188,82.7756044955483,6,1.707367666608004,Often,3,7.843954024550776,2.0536686058134155,3,3,2,53.2,Medium
8.902668336981373,Average,7.93466762415496,84.07597055421634,4,2.287234691552321,Sometimes,5,4.371448952751681,0.755119756784953,3,1,1,30.5,Low
6.140966558790463,Poor,1.8481532836261634,84.75362583664203,4,0.7722414535209716,Sometimes,2,5.1592629639320835,4.709204854727226,4,2,3,35.9,Medium
4.964753761067202,Poor,1.6199964641077336,65.95577834272619,0,1.8227295423353982,Rare,1,2.1162503472282825,4.184727567588765,1,5,2,42.4,Medium
6.768913452434474,Average,6.539373033245436,72.09752854055762,6,1.8927757450263465,Sometimes,3,4.207699637360333,6.749490374257,5,2,5,54.8,Medium
6.829995025957648,Poor,6.73161442986555,69.71078375517958,4,1.9161381585862711,Sometimes,1,6.007745570682771,7.282155414420486,4,5,4,62.9,Medium
8.538781362860654,Average,4.6134999863363335,91.07145007654009,2,3.851962804573182,Sometimes,0,6.4353144402403615,0.0,5,5,3,19.3,Low
7.752666868871868,Average,5.800788800091449,96.54100103583613,0,0.03266320822293256,Rare,6,1.7852929139492462,5.317318921645256,3,5,5,47.0,Medium
7.035306588724264,Average,6.490413955262813,58.30952079587825,3,5.050703688778346,Often,7,4.721373003820139,2.5549841038887227,1,3,3,55.5,Medium
8.694954336829342,Poor,3.3722735882965074,95.64814611871661,6,1.9507470197131878,Often,6,6.40078892060785,4.098176758263483,2,2,2,38.8,Medium
4.716855418515724,Poor,3.586303249901402,80.86721373531529,6,2.8703168509286936,Rare,8,9.520108527321195,4.555696677328228,2,2,4,74.3,High
5.540372700875379,Good,5.379452358397273,90.12719819158701,0,2.1917543998067828,Sometimes,4,3.8874684306107294,4.4718293326341785,4,3,4,42.7,Medium
5.110136087891712,Average,6.80817791978744,85.06467154584897,5,0.0,Often,6,7.225160041869267,5.000739306083263,1,4,2,82.9,High
5.915285295266348,Poor,2.6680861472840305,94.4039505359992,0,0.41513351752118655,Sometimes,1,4.596087246521561,1.879460833494217,1,5,1,37.4,Medium
4.434970778665537,Poor,4.604104736129961,82.09742433357496,2,1.2135861805433161,Often,4,4.885558967775711,1.0942385395616323,1,1,1,47.4,Medium
7.452726420221606,Good,4.511526736591122,66.36545541187084,3,3.4905797271754473,Sometimes,0,3.8060719082803063,5.373826255968356,4,5,2,35.9,Medium
6.16666595435184,Good,5.835918210085528,78.9432511622679,0,0.0,Rare,5,3.389150150187058,1.2565440348424244,1,2,4,49.2,Medium
4.293790558246013,Good,4.982603259982332,85.15656046106805,0,0.7163938594383761,Sometimes,3,4.813017605180798,6.722797420307231,4,2,5,54.4,Medium
4.976631378188688,Average,3.9082328323942814,77.84038898465641,6,2.247276260417384,Sometimes,4,8.62002782338199,1.4712494030136105,4,2,2,53.4,Medium
6.970270771175293,Average,7.497131561514811,86.57731722152671,4,2.7092846716744043,Rare,7,4.112575286920011,2.2383282726248988,3,2,4,51.2,Medium
7.757189851841572,Average,3.92148503675836,79.34302611359556,5,2.664081315247252,Often,0,3.723156909708679,2.6191794179535144,1,1,2,28.4,Low
9.49509633753768,Poor,4.415807273957093,74.0449068088513,3,0.5239923294144266,Sometimes,4,6.522819443682824,0.0,1,2,1,31.2,Low
10.0,Average,1.8170047281607529,69.14021616688458,3,0.0,Sometimes,3,6.013033367433795,0.0,5,5,3,21.4,Low
7.121614149913994,Average,3.5727482463082096,76.08184617466655,0,2.808589464819549,Sometimes,6,5.829389545988371,4.824068978050842,4,1,2,28.4,Low
5.0156928199522035,Poor,6.0321521526780995,82.04571649700327,3,4.149685912309593,Sometimes,5,6.6349691805848465,0.0,4,4,1,48.3,Medium
3.301930578903036,Good,5.64120391270972,60.40608195744049,5,1.4820475769364714,Sometimes,6,3.476055811115148,8.0,5,5,2,78.5,High
6.901567193515754,Average,6.1990339801315235,72.19923589284977,1,0.28297027327395075,Sometimes,7,3.7527444789611484,2.8117480294180557,3,4,2,51.5,Medium
5.280588357034511,Poor,6.10196457189134,60.03307955225601,3,1.355179516302735,Sometimes,2,8.46562644821279,0.9413114948166204,5,3,2,53.7,Medium
5.876964109730472,Average,9.175428072590307,73.82925146021961,2,2.5910938600770956,Often,3,5.63517374714005,3.840436481724413,3,3,3,60.9,Medium
5.581854801410288,Good,3.50428234510618,91.97314734287224,6,1.65028526483505,Often,3,7.491103238774647,0.0,5,3,5,47.6,Medium
6.288813670375422,Good,1.761152513130423,68.13883618271164,1,4.1107904622722184,Sometimes,7,9.060103994874002,2.3328642205017704,4,2,5,41.3,Medium
8.098970346181465,Average,2.8988940078569523,87.03159745861329,0,3.3874560791064314,Often,4,8.114357666108805,2.5893172780167277,2,5,3,36.3,Medium
6.735572851168017,Good,3.5926963283368174,100.0,1,2.2765070993063774,Often,6,2.575530378620063,0.4675904819183816,1,4,2,33.6,Medium
6.2620477444419675,Good,3.051346126766178,94.53538131257349,1,0.0,Rare,2,5.708752994450308,1.7364378784101384,5,1,1,19.2,Low
4.9465193707612825,Good,5.187321695289708,81.33513380391211,5,0.9616045567383196,Rare,8,8.602078699614442,6.0520462231521055,2,4,3,84.0,High
3.9879755829434647,Good,7.505309811114042,88.58434455796483,1,1.1779665104815011,Rare,4,7.306863912617804,3.3665004608540734,5,2,4,60.3,Medium
5.7705381363900035,Average,8.07931814593983,66.30317197563208,2,0.8800760275280095,Sometimes,8,6.4598531084737365,3.798934674573996,1,3,3,78.1,High
6.419326173772519,Good,6.0086170036932085,64.26585346589445,1,2.2862319077973874,Sometimes,4,1.901124624964745,1.4263478042213902,3,1,1,29.7,Low
9.151894870369825,Average,9.28254443090803,80.28698109079394,5,2.317163121552845,Sometimes,0,4.458702445101558,0.35320126018175646,1,3,4,46.0,Medium
6.695411782209328,Good,4.287253886867162,83.98610563468411,4,0.0,Sometimes,2,6.17331807261629,2.517879666794469,1,1,2,44.9,Medium
7.974109266534587,Poor,1.734961915995147,90.94404284249241,3,3.206897093091727,Rare,3,2.4352524531429296,0.0,3,2,3,10.4,Low
5.751056602191272,Good,7.106356135776339,74.31237858598685,5,2.024185559489498,Sometimes,1,7.984089257317884,0.8063733205404056,3,5,5,69.5,High
4.722584350374463,Good,1.3228112165018748,81.93395484361646,0,2.5364621202629163,Rare,6,5.705985704108053,0.49500010393327587,2,1,4,36.3,Medium
5.052324856651442,Average,3.4899939546003917,81.59111556552975,4,3.1172395023027866,Sometimes,3,1.0508713811925068,0.0,2,2,3,34.5,Medium
5.41216090319637,Good,6.0402244648455925,78.68605894423533,2,0.8495454209897513,Rare,7,4.583472306198537,4.298434901342644,2,1,5,61.9,Medium
9.692704598652746,Average,4.795237039902439,79.27525123865999,2,3.8883585339737294,Rare,8,5.284185111916834,2.7389876025436144,2,1,2,25.2,Low
5.267919981163421,Poor,4.6180944742569885,71.45295497360439,1,1.78730966436924,Rare,0,5.6753157398140806,1.7606596741930012,4,4,2,40.8,Medium
7.757733805604517,Poor,2.638419934359988,82.79707408384964,0,4.268820839850402,Often,2,9.54905292183189,4.342032667756151,2,3,2,30.9,Low
5.145609232869461,Good,4.978395221133326,81.95049980195078,4,0.6591013470782376,Rare,5,7.446150905033388,0.0,4,2,5,57.1,Medium
7.897359519311366,Average,7.007324977475584,75.59988234043965,5,4.157369910396335,Sometimes,7,2.586359305092385,0.31284208979200034,4,1,5,36.5,Medium
7.077426449158795,Average,5.039935833072038,86.65774266023567,6,0.6440239634486633,Often,8,2.276229246072033,5.234651116068589,2,4,2,58.7,Medium
6.265043153512864,Average,3.3395482407178783,90.27831588432296,1,5.823171929908385,Sometimes,1,5.332958747730083,7.5628140134544095,1,2,1,30.7,Low
6.438856210796849,Average,2.504923078805339,86.77376295975462,5,0.5722493549238523,Rare,2,6.315525695561087,4.368453110370157,1,3,5,56.2,Medium
5.517818456855914,Average,3.3808108340888428,69.57556679939276,0,3.584880080683089,Sometimes,1,8.480961222856958,3.9431435670116786,3,1,3,37.1,Medium
7.169108302223121,Good,5.784667504828716,80.99645766861991,5,1.4564086644612466,Rare,3,10.324733286031115,1.8362829043968147,1,3,4,65.5,Medium
5.81752477948883,Average,5.68720452471942,70.88568437136547,3,3.0725335754998224,Often,5,10.460556293674955,1.8822717217213591,1,5,1,70.0,High
4.661591354349127,Good,3.3989857988086625,80.96554746299833,6,1.9392123993114985,Often,3,4.8941249133222176,3.4545385140694016,3,4,3,58.5,Medium
4.583093638520571,Average,0.5784811560358838,70.92463302980086,0,0.36315443695592986,Sometimes,6,8.336378370379638,5.745796369393558,2,3,4,60.4,Medium
6.758881876583179,Good,5.84002552734433,92.77163337354786,5,0.0,Rare,3,7.064071747308973,3.8530861389592395,3,1,3,50.8,Medium
8.868636884615652,Poor,3.204585202049498,87.83331469019842,3,5.76137494428934,Often,5,3.273033669943097,4.915916045663791,4,2,5,18.8,Low
6.7399874203601575,Poor,6.378124958030567,91.52989305342389,3,2.1095363384225196,Sometimes,5,1.2802629279750084,1.1675430067869874,4,5,3,40.9,Medium
6.3220425108351765,Poor,3.4877807157445004,90.51722090195496,3,0.0,Rare,2,6.360270398999055,4.233850586529146,2,5,3,55.0,Medium
6.9287392094038145,Average,3.024199092660383,77.29400288426335,4,2.45391290969736,Often,0,2.262077490974688,1.6573116328970665,1,2,2,27.3,Low
8.459002612560237,Average,5.306343814519169,75.74390256472574,4,3.03437998479474,Sometimes,1,3.8713513689847154,3.2803035614417233,1,4,4,42.8,Medium
6.829073752045785,Good,9.715398460052738,97.41723828700154,2,0.9273788247290025,Often,7,4.287918025280911,4.231641741182292,5,4,3,57.3,Medium
5.883609153749394,Average,6.498059982233146,78.34880349827586,3,0.9374681931445921,Often,6,6.546878331048162,1.9375338324484566,1,3,4,68.7,High
8.159433065089834,Poor,5.2724385984117035,66.45419357528002,0,1.970237229440025,Rare,1,9.201553010999888,0.9658444195309719,2,2,4,38.3,Medium
7.14313465769242,Average,5.717703072761936,90.07466733665825,5,3.803891346143262,Rare,3,6.031858645766139,3.7251917294410117,5,2,2,34.2,Medium
8.803633987993988,Good,1.4977682770288054,81.4377566826372,4,2.14994017973454,Sometimes,7,4.652793716493645,2.730455920849281,2,3,2,30.0,Low
